"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022- 08- 01","12,272.03","12,877.69","13,720.71","12,240.83","","-5.22%"
"2022- 07- 01","12,947.97","11,476.43","12,981.47","11,367.30","","12.55%"
"2022- 06- 01","11,503.72","12,750.31","12,897.24","11,037.24","","-9.00%"
"2022- 05- 01","12,642.10","12,864.83","13,556.67","11,493.11","1.09B","-1.65%"
"2022- 04- 01","12,854.80","14,886.91","15,161.89","12,835.48","4.50B","-13.37%"
"2022- 03- 01","14,838.49","14,197.66","15,265.42","13,020.40","6.03B","4.22%"
"2022- 02- 01","14,237.81","14,966.60","15,196.40","13,065.44","4.87B","-4.64%"
"2022- 01- 01","14,930.05","16,395.51","16,513.87","13,724.85","5.33B","-8.52%"
"2021- 12- 01","16,320.08","16,347.96","16,607.19","15,508.74","4.94B","1.14%"
"2021- 11- 01","16,135.92","15,879.61","16,764.85","15,785.31","4.30B","1.80%"
"2021- 10- 01","15,850.47","14,731.38","15,856.90","14,384.93","3.65B","7.90%"
"2021- 09- 01","14,689.62","15,637.13","15,701.40","14,684.55","3.82B","-5.73%"
"2021- 08- 01","15,582.51","15,046.10","15,620.62","14,773.19","3.52B","4.16%"
"2021- 07- 01","14,959.90","14,530.63","15,142.35","14,455.07","3.61B","2.78%"
"2021- 06- 01","14,554.80","13,764.27","14,582.30","13,469.85","3.75B","6.34%"
"2021- 05- 01","13,686.51","13,923.04","13,955.00","12,967.18","3.76B","-1.26%"
"2021- 04- 01","13,860.76","13,268.88","14,073.48","13,255.82","3.66B","5.88%"
"2021- 03- 01","13,091.44","13,106.02","13,301.62","12,208.39","5.48B","1.41%"
"2021- 02- 01","12,909.44","13,067.65","13,879.77","12,758.12","3.70B","-0.12%"
"2021- 01- 01","12,925.38","12,950.22","13,563.70","12,537.42","4.21B","0.29%"
"2020- 12- 01","12,888.28","12,387.62","12,925.53","12,226.13","4.33B","5.05%"
"2020- 11- 01","12,268.32","11,152.48","12,306.71","10,957.11","4.16B","11.00%"
"2020- 10- 01","11,052.95","11,554.96","12,204.75","10,960.02","4.13B","-3.20%"
"2020- 09- 01","11,418.06","12,203.36","12,439.48","10,677.85","5.60B","-5.72%"
"2020- 08- 01","12,110.70","11,018.02","12,167.46","10,855.06","3.71B","11.05%"
"2020- 07- 01","10,905.88","10,160.41","11,069.26","10,142.75","4.12B","7.37%"
"2020- 06- 01","10,156.85","9,526.43","10,306.90","9,489.58","5.12B","6.29%"
"2020- 05- 01","9,555.52","8,791.88","9,573.55","8,665.40","4.08B","6.17%"
"2020- 04- 01","9,000.51","7,582.78","9,025.82","7,423.97","4.97B","15.19%"
"2020- 03- 01","7,813.50","8,569.91","9,000.46","6,771.91","7.88B","-7.66%"
"2020- 02- 01","8,461.83","9,033.52","9,736.57","8,133.85","3.97B","-5.89%"
"2020- 01- 01","8,991.51","8,802.22","9,272.37","8,713.89","3.44B","2.96%"
"2019- 12- 01","8,733.07","8,409.87","8,811.10","8,167.35","3.18B","3.92%"
"2019- 11- 01","8,403.68","8,121.95","8,445.60","8,111.73","3.04B","3.96%"
"2019- 10- 01","8,083.83","7,782.82","8,119.73","7,463.57","3.32B","4.31%"
"2019- 09- 01","7,749.45","7,634.03","7,975.33","7,584.82","3.36B","0.76%"
"2019- 08- 01","7,691.00","7,866.60","8,000.94","7,356.27","3.91B","-2.01%"
"2019- 07- 01","7,848.78","7,816.56","8,027.18","7,735.67","3.46B","2.32%"
"2019- 06- 01","7,671.07","7,110.34","7,772.53","6,936.68","3.82B","7.62%"
"2019- 05- 01","7,127.96","7,828.14","7,851.03","7,125.97","4.24B","-8.40%"
"2019- 04- 01","7,781.46","7,450.81","7,851.98","7,422.44","3.43B","5.46%"
"2019- 03- 01","7,378.77","7,152.08","7,505.41","6,940.72","4.21B","3.96%"
"2019- 02- 01","7,097.52","6,872.73","7,161.73","6,836.70","3.48B","2.76%"
"2019- 01- 01","6,906.84","6,198.68","6,936.34","6,139.40","4.64B","9.11%"
"2018- 12- 01","6,329.97","7,106.84","7,106.99","5,895.12","4.69B","-8.91%"
"2018- 11- 01","6,949.01","6,980.79","7,205.96","6,442.36","4.36B","-0.26%"
"2018- 10- 01","6,967.10","7,673.00","7,700.56","6,574.74","4.87B","-8.66%"
"2018- 09- 01","7,627.65","7,629.34","7,657.80","7,400.99","3.48B","-0.35%"
"2018- 08- 01","7,654.55","7,269.20","7,691.10","7,221.35","3.34B","5.84%"
"2018- 07- 01","7,231.98","6,979.54","7,511.39","6,969.16","3.27B","2.72%"
"2018- 06- 01","7,040.80","7,010.08","7,309.99","6,950.23","3.93B","1.05%"
"2018- 05- 01","6,967.73","6,592.93","7,016.42","6,539.86","3.58B","5.48%"
"2018- 04- 01","6,605.57","6,528.23","6,856.96","6,322.60","3.70B","0.37%"
"2018- 03- 01","6,581.13","6,862.94","7,186.09","6,410.04","4.34B","-3.99%"
"2018- 02- 01","6,854.42","6,910.57","7,003.14","6,164.43","4.03B","-1.38%"
"2018- 01- 01","6,949.99","6,431.59","7,022.97","6,417.75","3.55B","8.65%"
"2017- 12- 01","6,396.42","6,325.61","6,522.70","6,234.22","3.30B","0.48%"
"2017- 11- 01","6,365.56","6,274.26","6,426.04","6,194.58","3.32B","1.87%"
"2017- 10- 01","6,248.56","5,988.96","6,258.42","5,955.83","3.21B","4.50%"
"2017- 09- 01","5,979.30","6,001.82","6,012.95","5,839.89","3.11B","-0.16%"
"2017- 08- 01","5,988.60","5,900.64","5,995.44","5,750.50","3.27B","1.84%"
"2017- 07- 01","5,880.33","5,680.36","5,995.77","5,579.64","2.96B","4.13%"
"2017- 06- 01","5,646.92","5,804.16","5,897.69","5,599.44","4.26B","-2.45%"
"2017- 05- 01","5,788.80","5,602.44","5,813.26","5,568.47","3.44B","3.68%"
"2017- 04- 01","5,583.53","5,440.20","5,600.00","5,353.59","2.69B","2.71%"
"2017- 03- 01","5,436.23","5,368.65","5,451.50","5,316.02","3.44B","1.99%"
"2017- 02- 01","5,330.31","5,157.83","5,358.53","5,128.76","2.87B","4.17%"
"2017- 01- 01","5,116.77","4,900.85","5,172.43","4,884.52","2.94B","5.20%"
"2016- 12- 01","4,863.62","4,806.77","4,992.08","4,721.41","3.13B","1.10%"
"2016- 11- 01","4,810.81","4,810.30","4,896.57","4,647.59","3.60B","0.20%"
"2016- 10- 01","4,801.27","4,864.63","4,911.76","4,760.07","2.98B","-1.53%"
"2016- 09- 01","4,875.70","4,774.81","4,895.50","4,656.51","3.42B","2.19%"
"2016- 08- 01","4,771.06","4,734.44","4,837.67","4,689.55","2.93B","0.86%"
"2016- 07- 01","4,730.23","4,411.77","4,743.26","4,375.72","3.04B","7.07%"
"2016- 06- 01","4,417.70","4,507.18","4,536.55","4,179.73","3.80B","-2.35%"
"2016- 05- 01","4,523.89","4,350.83","4,526.84","4,282.00","3.38B","4.21%"
"2016- 04- 01","4,341.30","4,461.77","4,574.38","4,307.10","3.41B","-3.17%"
"2016- 03- 01","4,483.65","4,238.08","4,518.18","4,225.93","3.59B","6.73%"
"2016- 02- 01","4,201.12","4,254.41","4,301.63","3,888.78","4.15B","-1.82%"
"2016- 01- 01","4,279.17","4,485.06","4,522.12","3,992.91","4.30B","-6.84%"
"2015- 12- 01","4,593.27","4,685.74","4,739.75","4,478.25","3.60B","-1.53%"
"2015- 11- 01","4,664.51","4,658.79","4,737.11","4,486.09","3.09B","0.34%"
"2015- 10- 01","4,648.83","4,185.28","4,681.23","4,124.55","3.90B","11.19%"
"2015- 09- 01","4,181.06","4,177.94","4,450.66","4,053.11","4.25B","-2.19%"
"2015- 08- 01","4,274.58","4,595.26","4,634.70","3,787.23","4.42B","-6.85%"
"2015- 07- 01","4,588.91","4,433.79","4,694.13","4,344.15","3.63B","4.37%"
"2015- 06- 01","4,396.76","4,530.03","4,561.64","4,377.23","3.54B","-2.47%"
"2015- 05- 01","4,508.25","4,437.70","4,551.52","4,349.93","3.15B","2.13%"
"2015- 04- 01","4,414.25","4,328.17","4,562.33","4,283.91","3.45B","1.86%"
"2015- 03- 01","4,333.69","4,452.80","4,483.97","4,280.95","3.86B","-2.41%"
"2015- 02- 01","4,440.67","4,162.19","4,464.31","4,094.73","3.10B","7.04%"
"2015- 01- 01","4,148.43","4,258.60","4,292.88","4,078.85","3.87B","-2.07%"
"2014- 12- 01","4,236.28","4,323.95","4,332.55","4,089.09","3.63B","-2.34%"
"2014- 11- 01","4,337.78","4,160.60","4,347.09","4,126.72","2.86B","4.32%"
"2014- 10- 01","4,158.21","4,043.33","4,170.87","3,700.22","4.76B","2.69%"
"2014- 09- 01","4,049.45","4,093.12","4,118.91","4,007.63","3.77B","-0.81%"
"2014- 08- 01","4,082.56","3,886.10","4,082.97","3,845.20","2.88B","4.88%"
"2014- 07- 01","3,892.50","3,864.14","3,997.50","3,837.16","3.46B","1.12%"
"2014- 06- 01","3,849.48","3,740.71","3,860.65","3,707.89","3.33B","3.01%"
"2014- 05- 01","3,736.82","3,589.66","3,741.57","3,506.35","3.33B","4.32%"
"2014- 04- 01","3,582.02","3,615.91","3,676.36","3,414.11","4.10B","-0.38%"
"2014- 03- 01","3,595.74","3,657.32","3,738.32","3,543.07","3.79B","-2.72%"
"2014- 02- 01","3,696.10","3,524.23","3,722.38","3,418.88","3.50B","4.95%"
"2014- 01- 01","3,521.92","3,575.60","3,634.65","3,461.64","4.05B","-1.95%"
"2013- 12- 01","3,592.00","3,496.19","3,592.00","3,422.86","3.35B","2.99%"
"2013- 11- 01","3,487.82","3,392.32","3,495.97","3,318.39","3.14B","3.26%"
"2013- 10- 01","3,377.73","3,220.92","3,408.28","3,117.69","3.89B","4.96%"
"2013- 09- 01","3,218.20","3,097.65","3,248.52","3,077.13","3.23B","4.70%"
"2013- 08- 01","3,073.81","3,113.22","3,149.24","3,053.26","3.03B","-0.53%"
"2013- 07- 01","3,090.19","2,933.48","3,110.01","2,913.48","3.64B","6.21%"
"2013- 06- 01","2,909.60","2,984.59","3,007.30","2,825.18","3.86B","-2.42%"
"2013- 05- 01","2,981.76","2,885.35","3,053.51","2,868.76","3.66B","3.27%"
"2013- 04- 01","2,887.44","2,819.78","2,887.87","2,730.97","3.91B","2.44%"
"2013- 03- 01","2,818.69","2,725.38","2,820.67","2,713.49","3.20B","2.93%"
"2013- 02- 01","2,738.58","2,751.19","2,783.19","2,689.83","3.43B","0.26%"
"2013- 01- 01","2,731.53","2,727.67","2,769.31","2,703.75","3.58B","2.65%"
"2012- 12- 01","2,660.93","2,697.44","2,713.39","2,598.57","3.51B","-0.63%"
"2012- 11- 01","2,677.88","2,661.05","2,701.91","2,494.38","3.83B","1.13%"
"2012- 10- 01","2,647.92","2,811.45","2,845.97","2,636.83","3.64B","-5.40%"
"2012- 09- 01","2,799.19","2,766.93","2,878.38","2,744.29","3.49B","0.97%"
"2012- 08- 01","2,772.24","2,660.49","2,802.91","2,606.54","3.63B","4.91%"
"2012- 07- 01","2,642.53","2,616.52","2,663.12","2,522.89","3.73B","1.02%"
"2012- 06- 01","2,615.72","2,510.82","2,633.21","2,443.92","4.03B","3.60%"
"2012- 05- 01","2,524.87","2,719.25","2,756.81","2,474.70","4.51B","-7.30%"
"2012- 04- 01","2,723.68","2,752.25","2,795.35","2,628.96","3.82B","-1.15%"
"2012- 03- 01","2,755.27","2,634.20","2,794.00","2,575.13","4.00B","5.04%"
"2012- 02- 01","2,623.10","2,481.62","2,645.20","2,474.29","3.86B","6.29%"
"2012- 01- 01","2,467.95","2,323.16","2,481.51","2,307.56","4.05B","8.35%"
"2011- 12- 01","2,277.83","2,294.27","2,343.10","2,209.57","3.73B","-0.76%"
"2011- 11- 01","2,295.20","2,301.11","2,402.51","2,150.71","4.50B","-2.75%"
"2011- 10- 01","2,360.08","2,128.02","2,412.52","2,042.90","5.03B","10.33%"
"2011- 09- 01","2,139.18","2,245.01","2,337.70","2,112.84","5.59B","-4.54%"
"2011- 08- 01","2,241.01","2,391.42","2,396.50","2,034.92","6.93B","-5.15%"
"2011- 07- 01","2,362.81","2,326.16","2,438.44","2,318.20","4.26B","1.62%"
"2011- 06- 01","2,325.07","2,368.29","2,373.82","2,180.94","5.19B","-2.00%"
"2011- 05- 01","2,372.54","2,410.24","2,417.83","2,298.72","4.91B","-1.31%"
"2011- 04- 01","2,404.08","2,352.47","2,415.85","2,254.88","4.52B","2.78%"
"2011- 03- 01","2,338.99","2,359.78","2,375.67","2,188.92","5.02B","-0.51%"
"2011- 02- 01","2,350.99","2,298.37","2,403.52","2,284.65","4.23B","3.03%"
"2011- 01- 01","2,281.91","2,238.66","2,336.04","2,237.73","4.20B","2.89%"
"2010- 12- 01","2,217.86","2,150.64","2,238.92","2,150.64","3.57B","4.75%"
"2010- 11- 01","2,117.33","2,135.57","2,200.16","2,085.27","4.54B","-0.34%"
"2010- 10- 01","2,124.45","2,014.47","2,137.33","1,963.68","4.84B","6.33%"
"2010- 09- 01","1,998.04","1,791.91","2,029.65","1,791.41","5.17B","13.05%"
"2010- 08- 01","1,767.43","1,886.61","1,918.78","1,747.32","5.39B","-5.18%"
"2010- 07- 01","1,864.00","1,741.93","1,900.15","1,700.04","5.64B","7.18%"
"2010- 06- 01","1,739.14","1,846.60","1,939.77","1,734.90","5.97B","-6.11%"
"2010- 05- 01","1,852.39","2,010.94","2,039.52","1,752.31","6.71B","-7.41%"
"2010- 04- 01","2,000.63","1,968.44","2,059.42","1,943.97","5.34B","2.16%"
"2010- 03- 01","1,958.34","1,826.62","1,976.38","1,826.61","5.42B","7.68%"
"2010- 02- 01","1,818.68","1,745.91","1,830.38","1,712.89","5.08B","4.46%"
"2010- 01- 01","1,741.04","1,882.69","1,897.49","1,734.03","5.36B","-6.41%"
"2009- 12- 01","1,860.31","1,782.85","1,882.58","1,759.34","4.51B","5.26%"
"2009- 11- 01","1,767.43","1,667.06","1,814.25","1,652.44","4.81B","6.02%"
"2009- 10- 01","1,667.13","1,710.50","1,780.83","1,656.57","6.26B","-3.02%"
"2009- 09- 01","1,718.99","1,620.09","1,754.54","1,585.56","5.33B","5.77%"
"2009- 08- 01","1,625.19","1,619.24","1,668.01","1,563.14","5.03B","1.36%"
"2009- 07- 01","1,603.36","1,486.50","1,632.97","1,394.87","6.38B","8.54%"
"2009- 06- 01","1,477.25","1,451.37","1,511.94","1,413.54","6.30B","2.90%"
"2009- 05- 01","1,435.57","1,396.22","1,435.80","1,339.82","6.11B","2.96%"
"2009- 04- 01","1,394.33","1,215.90","1,418.77","1,211.60","7.43B","12.72%"
"2009- 03- 01","1,237.01","1,098.99","1,281.30","1,040.41","8.60B","10.74%"
"2009- 02- 01","1,116.99","1,168.13","1,286.90","1,112.12","7.67B","-5.36%"
"2009- 01- 01","1,180.25","1,212.74","1,286.08","1,136.61","7.40B","-2.59%"
"2008- 12- 01","1,211.65","1,156.53","1,251.56","1,091.04","7.87B","2.18%"
"2008- 11- 01","1,185.75","1,333.19","1,382.65","1,018.86","8.62B","-11.17%"
"2008- 10- 01","1,334.78","1,581.06","1,584.26","1,149.12","14.22B","-16.30%"
"2008- 09- 01","1,594.63","1,904.21","1,912.72","1,496.15","9.81B","-14.84%"
"2008- 08- 01","1,872.54","1,847.47","1,973.56","1,802.09","6.70B","1.26%"
"2008- 07- 01","1,849.15","1,821.93","1,874.83","1,761.08","9.50B","0.66%"
"2008- 06- 01","1,837.09","2,026.58","2,055.82","1,829.30","8.47B","-9.62%"
"2008- 05- 01","2,032.57","1,921.87","2,050.79","1,921.05","7.65B","5.99%"
"2008- 04- 01","1,917.70","1,806.15","1,953.59","1,776.60","7.82B","7.62%"
"2008- 03- 01","1,781.93","1,743.92","1,831.98","1,668.57","9.19B","2.10%"
"2008- 02- 01","1,745.27","1,846.07","1,864.97","1,714.86","9.87B","-5.22%"
"2008- 01- 01","1,841.42","2,085.53","2,094.22","1,693.06","12.25B","-11.68%"
"2007- 12- 01","2,084.93","2,080.10","2,147.68","1,999.59","6.82B","-0.20%"
"2007- 11- 01","2,089.10","2,223.52","2,226.88","1,980.18","10.05B","-6.69%"
"2007- 10- 01","2,238.98","2,092.60","2,239.23","2,088.79","9.95B","7.07%"
"2007- 09- 01","2,091.11","1,989.28","2,101.96","1,943.27","7.64B","5.15%"
"2007- 08- 01","1,988.73","1,929.09","1,995.00","1,805.66","10.54B","2.93%"
"2007- 07- 01","1,932.06","1,943.28","2,060.29","1,931.99","9.04B","-0.11%"
"2007- 06- 01","1,934.10","1,934.74","1,948.58","1,876.52","8.69B","0.31%"
"2007- 05- 01","1,928.19","1,872.34","1,931.10","1,857.33","8.83B","3.24%"
"2007- 04- 01","1,867.75","1,775.92","1,896.77","1,761.65","7.99B","5.38%"
"2007- 03- 01","1,772.36","1,729.03","1,807.43","1,710.97","16.49B","0.61%"
"2007- 02- 01","1,761.65","1,801.60","1,851.47","1,746.29","17.13B","-1.71%"
"2007- 01- 01","1,792.28","1,769.22","1,847.54","1,731.71","21.01B","2.01%"
"2006- 12- 01","1,756.90","1,790.63","1,821.18","1,746.07","14.25B","-1.92%"
"2006- 11- 01","1,791.25","1,738.55","1,824.21","1,693.19","16.53B","3.39%"
"2006- 10- 01","1,732.54","1,650.32","1,745.79","1,623.07","18.52B","4.74%"
"2006- 09- 01","1,654.13","1,589.21","1,666.03","1,558.17","17.24B","4.71%"
"2006- 08- 01","1,579.73","1,498.17","1,586.60","1,476.06","16.95B","4.66%"
"2006- 07- 01","1,509.43","1,580.63","1,586.44","1,446.77","16.94B","-4.18%"
"2006- 06- 01","1,575.23","1,581.08","1,626.29","1,511.53","9.52B","-0.28%"
"2006- 05- 01","1,579.58","1,706.80","1,721.13","1,554.76","","-7.12%"
"2006- 04- 01","1,700.71","1,715.12","1,750.23","1,684.35","","-0.17%"
"2006- 03- 01","1,703.66","1,675.92","1,720.20","1,634.25","","1.98%"
"2006- 02- 01","1,670.57","1,697.12","1,714.28","1,637.26","","-2.35%"
"2006- 01- 01","1,710.75","1,654.39","1,761.46","1,633.62","","3.98%"
"2005- 12- 01","1,645.20","1,683.39","1,716.65","1,641.86","","-1.64%"
"2005- 11- 01","1,672.56","1,572.97","1,704.42","1,570.75","","5.91%"
"2005- 10- 01","1,579.18","1,603.47","1,617.77","1,515.42","","-1.40%"
"2005- 09- 01","1,601.66","1,581.23","1,619.12","1,551.81","","1.26%"
"2005- 08- 01","1,581.71","1,609.74","1,628.57","1,551.31","","-1.46%"
"2005- 07- 01","1,605.14","1,497.02","1,619.95","1,484.18","","7.47%"
"2005- 06- 01","1,493.52","1,541.73","1,568.96","1,490.02","","-3.18%"
"2005- 05- 01","1,542.63","1,421.90","1,551.12","1,415.60","","8.58%"
"2005- 04- 01","1,420.79","1,491.83","1,503.21","1,394.36","","-4.16%"
"2005- 03- 01","1,482.53","1,516.63","1,552.53","1,458.26","","-1.89%"
"2005- 02- 01","1,511.02","1,521.00","1,561.17","1,489.99","","-0.57%"
"2005- 01- 01","1,519.63","1,628.75","1,635.45","1,480.66","","-6.26%"
"2004- 12- 01","1,621.12","1,578.25","1,635.70","1,577.77","","3.16%"
"2004- 11- 01","1,571.50","1,486.25","1,593.16","1,479.86","","5.70%"
"2004- 10- 01","1,486.72","1,426.38","1,496.98","1,416.29","","5.24%"
"2004- 09- 01","1,412.74","1,363.27","1,440.81","1,360.58","","3.22%"
"2004- 08- 01","1,368.68","1,390.21","1,408.31","1,301.93","","-2.26%"
"2004- 07- 01","1,400.39","1,514.82","1,514.82","1,359.20","","-7.66%"
"2004- 06- 01","1,516.64","1,457.71","1,523.48","1,445.21","","3.44%"
"2004- 05- 01","1,466.22","1,409.06","1,469.23","1,372.46","","4.63%"
"2004- 04- 01","1,401.36","1,438.91","1,508.37","1,401.36","","-2.58%"
"2004- 03- 01","1,438.41","1,476.04","1,494.67","1,368.08","","-2.17%"
"2004- 02- 01","1,470.38","1,497.78","1,524.09","1,452.49","","-1.52%"
"2004- 01- 01","1,493.08","1,474.16","1,559.47","1,458.51","","1.71%"